rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
simplemux	data_width=128;num_inputs=8	5	error							synthesis failed for simplemux_128_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_128_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=2	10	error							synthesis failed for simplemux_32_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_32_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=4	16	error							synthesis failed for crossbar_64_8_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_8_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=16	5	error							synthesis failed for simplemux_128_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_128_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=4	10	error							synthesis failed for simplemux_32_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_32_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=8	16	error							synthesis failed for crossbar_64_8_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_8_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=2	5	error							synthesis failed for simplemux_256_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_256_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=8	10	error							synthesis failed for simplemux_32_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_32_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=4	5	error							synthesis failed for simplemux_256_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_256_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=16	10	error							synthesis failed for simplemux_32_16_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_32_16_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=4;num_outputs=8	16	error							synthesis failed for crossbar_64_4_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_4_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=8	5	error							synthesis failed for simplemux_256_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/simplemux_256_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=2	10	error							synthesis failed for simplemux_64_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_64_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=2;num_outputs=2	5	error							synthesis failed for crossbar_32_2_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_2_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=4	10	error							synthesis failed for simplemux_64_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_64_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
foldedclos	data_width=64;terminals_per_leaf=8;num_leaves=4;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_64_8_4_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_64_8_4_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=4;num_outputs=4	5	error							synthesis failed for crossbar_32_4_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_4_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=2;num_outputs=2	16	error							synthesis failed for crossbar_128_2_2_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_128_2_2_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=64;num_inputs=8	10	error							synthesis failed for simplemux_64_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_64_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
fifo	width=256;depth=32	20	ok	0.73	-0.47	0.64	0.73	0.66		
simplemux	data_width=64;num_inputs=16	10	error							synthesis failed for simplemux_64_16_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_64_16_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=8;num_outputs=8	5	error							synthesis failed for crossbar_32_8_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_8_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=16;num_outputs=8	16	error							synthesis failed for crossbar_64_16_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_16_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=2	10	error							synthesis failed for simplemux_128_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_128_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=4;num_outputs=4	16	error							synthesis failed for crossbar_128_4_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_128_4_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=16;num_outputs=16	16	error							synthesis failed for crossbar_64_16_16_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_64_16_16_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=4	10	error							synthesis failed for simplemux_128_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_128_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=8;num_outputs=4	5	error							synthesis failed for crossbar_32_8_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_8_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=8	10	error							synthesis failed for simplemux_128_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_128_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=4;num_leaves=4;num_spines=4;oversubscription=0.5	7	error							synthesis failed for foldedclos_32_4_4_4_0p5_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_4_4_4_0p5_7nm_TT_0V75_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=16;num_outputs=16	5	error							synthesis failed for crossbar_32_16_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_16_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=128;num_inputs=16	10	error							synthesis failed for simplemux_128_16_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_128_16_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=2	10	error							synthesis failed for simplemux_256_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_256_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=4;num_outputs=8	16	error							synthesis failed for crossbar_128_4_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_128_4_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=8;num_outputs=4	16	error							synthesis failed for crossbar_128_8_4_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_128_8_4_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=16;num_outputs=8	5	error							synthesis failed for crossbar_32_16_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_16_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=4;num_outputs=8	5	error							synthesis failed for crossbar_32_4_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_32_4_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=4	10	error							synthesis failed for simplemux_256_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_256_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=8;num_outputs=8	16	error							synthesis failed for crossbar_128_8_8_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/crossbar_128_8_8_16nm_TT_0V85_25C_2000MHz/synthesis.log
fattree	data_width=32;radix=2;num_levels=2;oversubscription=1.0	16	error							synthesis failed for fattree_32_2_2_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_32_2_2_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
simplemux	data_width=256;num_inputs=8	10	error							synthesis failed for simplemux_256_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/simplemux_256_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
fattree	data_width=64;radix=2;num_levels=2;oversubscription=1.0	16	error							synthesis failed for fattree_64_2_2_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_64_2_2_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=2;num_outputs=2	5	error							synthesis failed for crossbar_64_2_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_2_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=4;num_outputs=4	5	error							synthesis failed for crossbar_64_4_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_4_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=2;num_outputs=2	10	error							synthesis failed for crossbar_32_2_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_2_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=4;num_outputs=4	10	error							synthesis failed for crossbar_32_4_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_4_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
fattree	data_width=128;radix=2;num_levels=2;oversubscription=1.0	16	error							synthesis failed for fattree_128_2_2_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_128_2_2_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
fattree	data_width=32;radix=2;num_levels=3;oversubscription=1.0	16	error							synthesis failed for fattree_32_2_3_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_32_2_3_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=8	5	error							synthesis failed for crossbar_64_8_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_8_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=8;num_outputs=8	10	error							synthesis failed for crossbar_32_8_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_8_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
fifo	width=128;depth=128	20	ok	0.83	-0.56	0.63	0.83	0.43		
fattree	data_width=64;radix=2;num_levels=3;oversubscription=1.0	16	error							synthesis failed for fattree_64_2_3_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_64_2_3_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=8;num_outputs=4	10	error							synthesis failed for crossbar_32_8_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_8_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=4	5	error							synthesis failed for crossbar_64_8_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_8_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
mxfpmac	block_elems=32;num_blocks=8;input_format=mxfp4_e2m1;pipeline_stages=2	20	ok	5.08	-4.81	0.05	5.08	0.17		
fifo	width=256;depth=128	5	ok	0.30	-0.02	0.25	0.3	0.14		
crossbar	data_width=32;num_inputs=16;num_outputs=16	10	error							synthesis failed for crossbar_32_16_16_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_16_16_10nm_TT_0V8_25C_2000MHz/synthesis.log
foldedclos	data_width=64;terminals_per_leaf=4;num_leaves=8;num_spines=4;oversubscription=1.0	7	error							synthesis failed for foldedclos_64_4_8_4_1p0_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_64_4_8_4_1p0_7nm_TT_0V75_25C_2000MHz/synthesis.log
fattree	data_width=128;radix=2;num_levels=3;oversubscription=1.0	16	error							synthesis failed for fattree_128_2_3_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_128_2_3_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=4;num_outputs=8	5	error							synthesis failed for crossbar_64_4_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_4_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=16;num_outputs=16	5	error							synthesis failed for crossbar_64_16_16_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_16_16_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=16;num_outputs=8	10	error							synthesis failed for crossbar_32_16_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_16_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=32;num_inputs=4;num_outputs=8	10	error							synthesis failed for crossbar_32_4_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_32_4_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
fattree	data_width=32;radix=2;num_levels=4;oversubscription=1.0	16	error							synthesis failed for fattree_32_2_4_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_32_2_4_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=16;num_outputs=8	5	error							synthesis failed for crossbar_64_16_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_64_16_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=2;num_outputs=2	5	error							synthesis failed for crossbar_128_2_2_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_128_2_2_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=2;num_outputs=2	10	error							synthesis failed for crossbar_64_2_2_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_64_2_2_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=4;num_outputs=4	5	error							synthesis failed for crossbar_128_4_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_128_4_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=4;num_outputs=4	10	error							synthesis failed for crossbar_64_4_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_64_4_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=8;num_outputs=4	5	error							synthesis failed for crossbar_128_8_4_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_128_8_4_5nm_TT_0V7_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=4;num_leaves=4;num_spines=4;oversubscription=0.25	7	error							synthesis failed for foldedclos_32_4_4_4_0p25_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_4_4_4_0p25_7nm_TT_0V75_25C_2000MHz/synthesis.log
crossbar	data_width=128;num_inputs=4;num_outputs=8	5	error							synthesis failed for crossbar_128_4_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_128_4_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=8	10	error							synthesis failed for crossbar_64_8_8_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_64_8_8_10nm_TT_0V8_25C_2000MHz/synthesis.log
fifo	width=256;depth=64	20	ok	0.86	-0.56	0.63	0.86	0.43		
crossbar	data_width=128;num_inputs=8;num_outputs=8	5	error							synthesis failed for crossbar_128_8_8_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/crossbar_128_8_8_5nm_TT_0V7_25C_2000MHz/synthesis.log
fifo	width=512;depth=8	20	ok	0.72	-0.43	0.57	0.72	0.36		
fattree	data_width=32;radix=2;num_levels=2;oversubscription=1.0	5	error							synthesis failed for fattree_32_2_2_1p0_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/fattree_32_2_2_1p0_5nm_TT_0V7_25C_2000MHz/synthesis.log
fattree	data_width=64;radix=2;num_levels=2;oversubscription=1.0	5	error							synthesis failed for fattree_64_2_2_1p0_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/fattree_64_2_2_1p0_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=2	20	error							synthesis failed for simplemux_16_2_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_16_2_20nm_TT_0V9_25C_2000MHz/synthesis.log
crossbar	data_width=64;num_inputs=8;num_outputs=4	10	error							synthesis failed for crossbar_64_8_4_10nm_TT_0V8_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_10nm/01_syn/crossbar_64_8_4_10nm_TT_0V8_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=4	20	error							synthesis failed for simplemux_16_4_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_16_4_20nm_TT_0V9_25C_2000MHz/synthesis.log
fattree	data_width=64;radix=2;num_levels=4;oversubscription=1.0	16	error							synthesis failed for fattree_64_2_4_1p0_16nm_TT_0V85_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_16nm/01_syn/fattree_64_2_4_1p0_16nm_TT_0V85_25C_2000MHz/synthesis.log
fattree	data_width=128;radix=2;num_levels=2;oversubscription=1.0	5	error							synthesis failed for fattree_128_2_2_1p0_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/fattree_128_2_2_1p0_5nm_TT_0V7_25C_2000MHz/synthesis.log
foldedclos	data_width=32;terminals_per_leaf=8;num_leaves=4;num_spines=4;oversubscription=0.5	7	error							synthesis failed for foldedclos_32_8_4_4_0p5_7nm_TT_0V75_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_07nm/01_syn/foldedclos_32_8_4_4_0p5_7nm_TT_0V75_25C_2000MHz/synthesis.log
fattree	data_width=32;radix=2;num_levels=3;oversubscription=1.0	5	error							synthesis failed for fattree_32_2_3_1p0_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/fattree_32_2_3_1p0_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=8	20	error							synthesis failed for simplemux_16_8_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_16_8_20nm_TT_0V9_25C_2000MHz/synthesis.log
fifo	width=512;depth=16	20	ok	0.73	-0.47	0.59	0.73	0.4		
fattree	data_width=64;radix=2;num_levels=3;oversubscription=1.0	5	error							synthesis failed for fattree_64_2_3_1p0_5nm_TT_0V7_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_05nm/01_syn/fattree_64_2_3_1p0_5nm_TT_0V7_25C_2000MHz/synthesis.log
simplemux	data_width=16;num_inputs=16	20	error							synthesis failed for simplemux_16_16_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_16_16_20nm_TT_0V9_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=2	20	error							synthesis failed for simplemux_32_2_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_32_2_20nm_TT_0V9_25C_2000MHz/synthesis.log
simplemux	data_width=32;num_inputs=4	20	error							synthesis failed for simplemux_32_4_20nm_TT_0V9_25C_2000MHz; see /home/KNUEEhdd1/ys_knu/kmk/NPUWattch/dataset_gen/logic/TECH_20nm/01_syn/simplemux_32_4_20nm_TT_0V9_25C_2000MHz/synthesis.log
